Year,Phrase,Frequency,Corpus,Parent
1862,ABRAHAM LINcoln,8.410274254799788e-9,en-US-2019,Abraham Lincoln (All)
1863,ABRAHAM LINcoln,4.569433276202517e-9,en-US-2019,Abraham Lincoln (All)
1864,ABRAHAM LINcoln,1.6370760747008717e-8,en-US-2019,Abraham Lincoln (All)
1865,ABRAHAM LINcoln,5.191447982610953e-8,en-US-2019,Abraham Lincoln (All)
1866,ABRAHAM LINcoln,1.1713375158706185e-8,en-US-2019,Abraham Lincoln (All)
1867,ABRAHAM LINcoln,8.614551738617138e-9,en-US-2019,Abraham Lincoln (All)
1868,ABRAHAM LINcoln,3.3143465749674306e-9,en-US-2019,Abraham Lincoln (All)
1869,ABRAHAM LINcoln,7.055978024084197e-10,en-US-2019,Abraham Lincoln (All)
1870,ABRAHAM LINcoln,1.964888030059342e-9,en-US-2019,Abraham Lincoln (All)
1871,ABRAHAM LINcoln,6.891501813655054e-10,en-US-2019,Abraham Lincoln (All)
1872,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1873,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1874,ABRAHAM LINcoln,2.392489983904511e-9,en-US-2019,Abraham Lincoln (All)
1875,ABRAHAM LINcoln,6.227880988696199e-10,en-US-2019,Abraham Lincoln (All)
1876,ABRAHAM LINcoln,5.688809978643405e-10,en-US-2019,Abraham Lincoln (All)
1877,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1878,ABRAHAM LINcoln,5.914972400766771e-10,en-US-2019,Abraham Lincoln (All)
1879,ABRAHAM LINcoln,5.361512345203323e-10,en-US-2019,Abraham Lincoln (All)
1880,ABRAHAM LINcoln,4.4861231396353674e-10,en-US-2019,Abraham Lincoln (All)
1881,ABRAHAM LINcoln,4.554253918431783e-10,en-US-2019,Abraham Lincoln (All)
1882,ABRAHAM LINcoln,8.915728710867654e-10,en-US-2019,Abraham Lincoln (All)
1883,ABRAHAM LINcoln,8.232384773876333e-10,en-US-2019,Abraham Lincoln (All)
1884,ABRAHAM LINcoln,1.1713606751229122e-9,en-US-2019,Abraham Lincoln (All)
1885,ABRAHAM LINcoln,2.8890103642709164e-9,en-US-2019,Abraham Lincoln (All)
1886,ABRAHAM LINcoln,1.5038191802929646e-9,en-US-2019,Abraham Lincoln (All)
1887,ABRAHAM LINcoln,7.306577010091075e-10,en-US-2019,Abraham Lincoln (All)
1888,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1889,ABRAHAM LINcoln,1.2616033773227286e-9,en-US-2019,Abraham Lincoln (All)
1890,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1891,ABRAHAM LINcoln,1.8795793810255645e-9,en-US-2019,Abraham Lincoln (All)
1892,ABRAHAM LINcoln,3.002834925158737e-10,en-US-2019,Abraham Lincoln (All)
1893,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1894,ABRAHAM LINcoln,8.720559274699724e-10,en-US-2019,Abraham Lincoln (All)
1895,ABRAHAM LINcoln,9.769069997389579e-10,en-US-2019,Abraham Lincoln (All)
1896,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1897,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1898,ABRAHAM LINcoln,2.36243496987143e-10,en-US-2019,Abraham Lincoln (All)
1899,ABRAHAM LINcoln,2.1183708953653735e-10,en-US-2019,Abraham Lincoln (All)
1900,ABRAHAM LINcoln,9.799937528143232e-10,en-US-2019,Abraham Lincoln (All)
1901,ABRAHAM LINcoln,3.881888144263712e-10,en-US-2019,Abraham Lincoln (All)
1902,ABRAHAM LINcoln,5.962825788685677e-10,en-US-2019,Abraham Lincoln (All)
1903,ABRAHAM LINcoln,1.9622538316443894e-10,en-US-2019,Abraham Lincoln (All)
1904,ABRAHAM LINcoln,1.8961045233911733e-10,en-US-2019,Abraham Lincoln (All)
1905,ABRAHAM LINcoln,1.8657846101444164e-10,en-US-2019,Abraham Lincoln (All)
1906,ABRAHAM LINcoln,1.7553819509075197e-10,en-US-2019,Abraham Lincoln (All)
1907,ABRAHAM LINcoln,1.7432350007950959e-10,en-US-2019,Abraham Lincoln (All)
1908,ABRAHAM LINcoln,3.365387135634279e-10,en-US-2019,Abraham Lincoln (All)
1909,ABRAHAM LINcoln,1.5242361817158212e-9,en-US-2019,Abraham Lincoln (All)
1910,ABRAHAM LINcoln,1.4097288614234316e-10,en-US-2019,Abraham Lincoln (All)
1911,ABRAHAM LINcoln,1.3391202036139305e-10,en-US-2019,Abraham Lincoln (All)
1912,ABRAHAM LINcoln,5.334440666970863e-10,en-US-2019,Abraham Lincoln (All)
1913,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1914,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1915,ABRAHAM LINcoln,1.3227581530106391e-10,en-US-2019,Abraham Lincoln (All)
1916,ABRAHAM LINcoln,1.266475813110901e-10,en-US-2019,Abraham Lincoln (All)
1917,ABRAHAM LINcoln,1.295369783660405e-10,en-US-2019,Abraham Lincoln (All)
1918,ABRAHAM LINcoln,2.858204783962037e-10,en-US-2019,Abraham Lincoln (All)
1919,ABRAHAM LINcoln,5.524326551764602e-10,en-US-2019,Abraham Lincoln (All)
1920,ABRAHAM LINcoln,1.3228551587474158e-10,en-US-2019,Abraham Lincoln (All)
1921,ABRAHAM LINcoln,1.0892026169884161e-9,en-US-2019,Abraham Lincoln (All)
1922,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1923,ABRAHAM LINcoln,4.502489492352879e-10,en-US-2019,Abraham Lincoln (All)
1924,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1925,ABRAHAM LINcoln,1.6952914627665905e-9,en-US-2019,Abraham Lincoln (All)
1926,ABRAHAM LINcoln,2.508262486600188e-10,en-US-2019,Abraham Lincoln (All)
1927,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1928,ABRAHAM LINcoln,4.469228320758134e-10,en-US-2019,Abraham Lincoln (All)
1929,ABRAHAM LINcoln,9.042623316801723e-10,en-US-2019,Abraham Lincoln (All)
1930,ABRAHAM LINcoln,2.247599606430839e-10,en-US-2019,Abraham Lincoln (All)
1931,ABRAHAM LINcoln,2.266495463532081e-10,en-US-2019,Abraham Lincoln (All)
1932,ABRAHAM LINcoln,5.020394100441194e-10,en-US-2019,Abraham Lincoln (All)
1933,ABRAHAM LINcoln,5.452747142697945e-10,en-US-2019,Abraham Lincoln (All)
1934,ABRAHAM LINcoln,5.287589810443194e-10,en-US-2019,Abraham Lincoln (All)
1935,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1936,ABRAHAM LINcoln,6.868576818419569e-10,en-US-2019,Abraham Lincoln (All)
1937,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1938,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1939,ABRAHAM LINcoln,7.766900456118719e-10,en-US-2019,Abraham Lincoln (All)
1940,ABRAHAM LINcoln,1.9848932220067894e-10,en-US-2019,Abraham Lincoln (All)
1941,ABRAHAM LINcoln,1.8623290409802706e-10,en-US-2019,Abraham Lincoln (All)
1942,ABRAHAM LINcoln,6.389542228646405e-10,en-US-2019,Abraham Lincoln (All)
1943,ABRAHAM LINcoln,2.256454328941615e-10,en-US-2019,Abraham Lincoln (All)
1944,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1945,ABRAHAM LINcoln,6.721531109477041e-10,en-US-2019,Abraham Lincoln (All)
1946,ABRAHAM LINcoln,2.0060585137482434e-10,en-US-2019,Abraham Lincoln (All)
1947,ABRAHAM LINcoln,8.777467641607473e-10,en-US-2019,Abraham Lincoln (All)
1948,ABRAHAM LINcoln,1.8054800710043395e-10,en-US-2019,Abraham Lincoln (All)
1949,ABRAHAM LINcoln,3.064711262545927e-10,en-US-2019,Abraham Lincoln (All)
1950,ABRAHAM LINcoln,1.650909131623024e-10,en-US-2019,Abraham Lincoln (All)
1951,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1952,ABRAHAM LINcoln,3.3526448284249e-10,en-US-2019,Abraham Lincoln (All)
1953,ABRAHAM LINcoln,1.675447003357533e-10,en-US-2019,Abraham Lincoln (All)
1954,ABRAHAM LINcoln,8.076137536505712e-10,en-US-2019,Abraham Lincoln (All)
1955,ABRAHAM LINcoln,1.5287877908054526e-10,en-US-2019,Abraham Lincoln (All)
1956,ABRAHAM LINcoln,1.5707883604942907e-10,en-US-2019,Abraham Lincoln (All)
1957,ABRAHAM LINcoln,1.4290373051562e-10,en-US-2019,Abraham Lincoln (All)
1958,ABRAHAM LINcoln,2.9258387379549333e-10,en-US-2019,Abraham Lincoln (All)
1959,ABRAHAM LINcoln,1.3278017574336332e-10,en-US-2019,Abraham Lincoln (All)
1960,ABRAHAM LINcoln,7.721192019083389e-10,en-US-2019,Abraham Lincoln (All)
1961,ABRAHAM LINcoln,1.185980619267113e-10,en-US-2019,Abraham Lincoln (All)
1962,ABRAHAM LINcoln,5.737538222305716e-10,en-US-2019,Abraham Lincoln (All)
1963,ABRAHAM LINcoln,2.1373966485604967e-10,en-US-2019,Abraham Lincoln (All)
1964,ABRAHAM LINcoln,2.3418020300702835e-10,en-US-2019,Abraham Lincoln (All)
1965,ABRAHAM LINcoln,3.084947020060014e-10,en-US-2019,Abraham Lincoln (All)
1966,ABRAHAM LINcoln,2.0551822743630765e-10,en-US-2019,Abraham Lincoln (All)
1967,ABRAHAM LINcoln,8.245832350262106e-10,en-US-2019,Abraham Lincoln (All)
1968,ABRAHAM LINcoln,1.8032028648029552e-10,en-US-2019,Abraham Lincoln (All)
1969,ABRAHAM LINcoln,7.992148609581307e-10,en-US-2019,Abraham Lincoln (All)
1970,ABRAHAM LINcoln,1.7875680102807934e-10,en-US-2019,Abraham Lincoln (All)
1971,ABRAHAM LINcoln,4.4622672223937343e-10,en-US-2019,Abraham Lincoln (All)
1972,ABRAHAM LINcoln,1.811440858423552e-10,en-US-2019,Abraham Lincoln (All)
1973,ABRAHAM LINcoln,1.7437908061967988e-10,en-US-2019,Abraham Lincoln (All)
1974,ABRAHAM LINcoln,1.7890686154764524e-10,en-US-2019,Abraham Lincoln (All)
1975,ABRAHAM LINcoln,8.69364025213315e-11,en-US-2019,Abraham Lincoln (All)
1976,ABRAHAM LINcoln,8.100429355062388e-11,en-US-2019,Abraham Lincoln (All)
1977,ABRAHAM LINcoln,7.950150954227908e-11,en-US-2019,Abraham Lincoln (All)
1978,ABRAHAM LINcoln,3.16450504689314e-10,en-US-2019,Abraham Lincoln (All)
1979,ABRAHAM LINcoln,1.5889380089451066e-10,en-US-2019,Abraham Lincoln (All)
1980,ABRAHAM LINcoln,1.5958591392806198e-10,en-US-2019,Abraham Lincoln (All)
1981,ABRAHAM LINcoln,8.080972002666442e-11,en-US-2019,Abraham Lincoln (All)
1982,ABRAHAM LINcoln,8.043645610689154e-11,en-US-2019,Abraham Lincoln (All)
1983,ABRAHAM LINcoln,7.831355702814236e-11,en-US-2019,Abraham Lincoln (All)
1984,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1985,ABRAHAM LINcoln,7.469192625508825e-11,en-US-2019,Abraham Lincoln (All)
1986,ABRAHAM LINcoln,7.513750732712765e-11,en-US-2019,Abraham Lincoln (All)
1987,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1988,ABRAHAM LINcoln,1.4787496227519625e-10,en-US-2019,Abraham Lincoln (All)
1989,ABRAHAM LINcoln,2.0859292071406799e-10,en-US-2019,Abraham Lincoln (All)
1990,ABRAHAM LINcoln,1.3384779395941848e-10,en-US-2019,Abraham Lincoln (All)
1991,ABRAHAM LINcoln,6.902144827902745e-11,en-US-2019,Abraham Lincoln (All)
1992,ABRAHAM LINcoln,6.66902852386464e-11,en-US-2019,Abraham Lincoln (All)
1993,ABRAHAM LINcoln,2.636248996878976e-10,en-US-2019,Abraham Lincoln (All)
1994,ABRAHAM LINcoln,6.601857949206646e-11,en-US-2019,Abraham Lincoln (All)
1995,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
1996,ABRAHAM LINcoln,1.322361942168726e-10,en-US-2019,Abraham Lincoln (All)
1997,ABRAHAM LINcoln,6.743577224410657e-11,en-US-2019,Abraham Lincoln (All)
1998,ABRAHAM LINcoln,1.3268257326171096e-10,en-US-2019,Abraham Lincoln (All)
1999,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2000,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2001,ABRAHAM LINcoln,6.122419238252519e-11,en-US-2019,Abraham Lincoln (All)
2002,ABRAHAM LINcoln,5.965812566177675e-11,en-US-2019,Abraham Lincoln (All)
2003,ABRAHAM LINcoln,3.4526487224795233e-10,en-US-2019,Abraham Lincoln (All)
2004,ABRAHAM LINcoln,1.1430086738206668e-10,en-US-2019,Abraham Lincoln (All)
2005,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2006,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2007,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2008,ABRAHAM LINcoln,0,en-US-2019,Abraham Lincoln (All)
2009,ABRAHAM LINcoln,6.692053855505975e-11,en-US-2019,Abraham Lincoln (All)
2010,ABRAHAM LINcoln,3.944058968308184e-10,en-US-2019,Abraham Lincoln (All)
1850,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1851,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1852,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1853,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1854,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1855,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1856,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1857,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1858,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1859,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1860,ABRAHAM Lincoln,7.193130535654291e-10,en-US-2019,Abraham Lincoln (All)
1861,ABRAHAM Lincoln,2.043790692241032e-9,en-US-2019,Abraham Lincoln (All)
1862,ABRAHAM Lincoln,9.611741624837578e-9,en-US-2019,Abraham Lincoln (All)
1863,ABRAHAM Lincoln,5.711791484230844e-9,en-US-2019,Abraham Lincoln (All)
1864,ABRAHAM Lincoln,7.2758936653372075e-9,en-US-2019,Abraham Lincoln (All)
1865,ABRAHAM Lincoln,4.897592553732011e-9,en-US-2019,Abraham Lincoln (All)
1866,ABRAHAM Lincoln,2.9283437896765463e-9,en-US-2019,Abraham Lincoln (All)
1867,ABRAHAM Lincoln,2.3494231005116717e-9,en-US-2019,Abraham Lincoln (All)
1868,ABRAHAM Lincoln,2.6514772599739445e-9,en-US-2019,Abraham Lincoln (All)
1869,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1870,ABRAHAM Lincoln,1.3099253903803287e-9,en-US-2019,Abraham Lincoln (All)
1871,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1872,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1873,ABRAHAM Lincoln,6.222531934163555e-10,en-US-2019,Abraham Lincoln (All)
1874,ABRAHAM Lincoln,5.981224959761278e-10,en-US-2019,Abraham Lincoln (All)
1875,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1876,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1877,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1878,ABRAHAM Lincoln,5.914972400766771e-10,en-US-2019,Abraham Lincoln (All)
1879,ABRAHAM Lincoln,5.361512345203323e-10,en-US-2019,Abraham Lincoln (All)
1880,ABRAHAM Lincoln,4.4861231396353674e-10,en-US-2019,Abraham Lincoln (All)
1881,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1882,ABRAHAM Lincoln,1.3373593343857237e-9,en-US-2019,Abraham Lincoln (All)
1883,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1884,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1885,ABRAHAM Lincoln,2.063578863342741e-9,en-US-2019,Abraham Lincoln (All)
1886,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1887,ABRAHAM Lincoln,3.6532885050455377e-10,en-US-2019,Abraham Lincoln (All)
1888,ABRAHAM Lincoln,6.954225528765789e-10,en-US-2019,Abraham Lincoln (All)
1889,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1890,ABRAHAM Lincoln,3.159260075769055e-10,en-US-2019,Abraham Lincoln (All)
1891,ABRAHAM Lincoln,6.265264418381378e-10,en-US-2019,Abraham Lincoln (All)
1892,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1893,ABRAHAM Lincoln,5.845510187008074e-10,en-US-2019,Abraham Lincoln (All)
1894,ABRAHAM Lincoln,1.075535660532978e-8,en-US-2019,Abraham Lincoln (All)
1895,ABRAHAM Lincoln,4.884534998694789e-10,en-US-2019,Abraham Lincoln (All)
1896,ABRAHAM Lincoln,5.206755582243261e-10,en-US-2019,Abraham Lincoln (All)
1897,ABRAHAM Lincoln,7.368673449192897e-10,en-US-2019,Abraham Lincoln (All)
1898,ABRAHAM Lincoln,7.087305187170045e-10,en-US-2019,Abraham Lincoln (All)
1899,ABRAHAM Lincoln,8.473483581461494e-10,en-US-2019,Abraham Lincoln (All)
1900,ABRAHAM Lincoln,7.839949800469981e-10,en-US-2019,Abraham Lincoln (All)
1901,ABRAHAM Lincoln,5.822832216395568e-10,en-US-2019,Abraham Lincoln (All)
1902,ABRAHAM Lincoln,5.962825788685677e-10,en-US-2019,Abraham Lincoln (All)
1903,ABRAHAM Lincoln,9.811269574555581e-10,en-US-2019,Abraham Lincoln (All)
1904,ABRAHAM Lincoln,3.7922090467823466e-10,en-US-2019,Abraham Lincoln (All)
1905,ABRAHAM Lincoln,1.1008129519041177e-8,en-US-2019,Abraham Lincoln (All)
1906,ABRAHAM Lincoln,3.5107639018150394e-10,en-US-2019,Abraham Lincoln (All)
1907,ABRAHAM Lincoln,1.7432350007950959e-10,en-US-2019,Abraham Lincoln (All)
1908,ABRAHAM Lincoln,3.365387135634279e-10,en-US-2019,Abraham Lincoln (All)
1909,ABRAHAM Lincoln,7.621180908579106e-10,en-US-2019,Abraham Lincoln (All)
1910,ABRAHAM Lincoln,1.4097288614234316e-10,en-US-2019,Abraham Lincoln (All)
1911,ABRAHAM Lincoln,3.481712473885068e-9,en-US-2019,Abraham Lincoln (All)
1912,ABRAHAM Lincoln,2.6672203334854316e-10,en-US-2019,Abraham Lincoln (All)
1913,ABRAHAM Lincoln,5.348146925321373e-10,en-US-2019,Abraham Lincoln (All)
1914,ABRAHAM Lincoln,2.720986491677735e-10,en-US-2019,Abraham Lincoln (All)
1915,ABRAHAM Lincoln,3.9682745978097955e-10,en-US-2019,Abraham Lincoln (All)
1916,ABRAHAM Lincoln,6.332379065554505e-10,en-US-2019,Abraham Lincoln (All)
1917,ABRAHAM Lincoln,3.886109212203337e-10,en-US-2019,Abraham Lincoln (All)
1918,ABRAHAM Lincoln,5.716409567924075e-10,en-US-2019,Abraham Lincoln (All)
1919,ABRAHAM Lincoln,5.524326551764602e-10,en-US-2019,Abraham Lincoln (All)
1920,ABRAHAM Lincoln,1.3228551587474158e-10,en-US-2019,Abraham Lincoln (All)
1921,ABRAHAM Lincoln,1.2253529302341803e-9,en-US-2019,Abraham Lincoln (All)
1922,ABRAHAM Lincoln,1.3403352039365046e-10,en-US-2019,Abraham Lincoln (All)
1923,ABRAHAM Lincoln,4.502489492352879e-10,en-US-2019,Abraham Lincoln (All)
1924,ABRAHAM Lincoln,2.667259746402806e-10,en-US-2019,Abraham Lincoln (All)
1925,ABRAHAM Lincoln,4.84368989361883e-10,en-US-2019,Abraham Lincoln (All)
1926,ABRAHAM Lincoln,3.2607412325802443e-9,en-US-2019,Abraham Lincoln (All)
1927,ABRAHAM Lincoln,9.680508616938255e-10,en-US-2019,Abraham Lincoln (All)
1928,ABRAHAM Lincoln,1.5642298567541957e-9,en-US-2019,Abraham Lincoln (All)
1929,ABRAHAM Lincoln,1.130327942355791e-9,en-US-2019,Abraham Lincoln (All)
1930,ABRAHAM Lincoln,1.1237998309709951e-9,en-US-2019,Abraham Lincoln (All)
1931,ABRAHAM Lincoln,2.266495463532081e-10,en-US-2019,Abraham Lincoln (All)
1932,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1933,ABRAHAM Lincoln,2.7263735713489723e-10,en-US-2019,Abraham Lincoln (All)
1934,ABRAHAM Lincoln,5.287589810443194e-10,en-US-2019,Abraham Lincoln (All)
1935,ABRAHAM Lincoln,2.3699497919693613e-10,en-US-2019,Abraham Lincoln (All)
1936,ABRAHAM Lincoln,9.158102609596597e-10,en-US-2019,Abraham Lincoln (All)
1937,ABRAHAM Lincoln,6.577112188210776e-10,en-US-2019,Abraham Lincoln (All)
1938,ABRAHAM Lincoln,1.3059942016724335e-9,en-US-2019,Abraham Lincoln (All)
1939,ABRAHAM Lincoln,7.766900456118719e-10,en-US-2019,Abraham Lincoln (All)
1940,ABRAHAM Lincoln,1.3894252415269648e-9,en-US-2019,Abraham Lincoln (All)
1941,ABRAHAM Lincoln,1.1173973968325868e-9,en-US-2019,Abraham Lincoln (All)
1942,ABRAHAM Lincoln,2.1298474095488018e-10,en-US-2019,Abraham Lincoln (All)
1943,ABRAHAM Lincoln,9.02581731576646e-10,en-US-2019,Abraham Lincoln (All)
1944,ABRAHAM Lincoln,2.448750091588181e-10,en-US-2019,Abraham Lincoln (All)
1945,ABRAHAM Lincoln,8.96204110922838e-10,en-US-2019,Abraham Lincoln (All)
1946,ABRAHAM Lincoln,1.2036350804933704e-9,en-US-2019,Abraham Lincoln (All)
1947,ABRAHAM Lincoln,8.777467641607473e-10,en-US-2019,Abraham Lincoln (All)
1948,ABRAHAM Lincoln,1.083288014847028e-9,en-US-2019,Abraham Lincoln (All)
1949,ABRAHAM Lincoln,6.129422525091854e-10,en-US-2019,Abraham Lincoln (All)
1950,ABRAHAM Lincoln,9.905454234626632e-10,en-US-2019,Abraham Lincoln (All)
1951,ABRAHAM Lincoln,8.29397106549834e-10,en-US-2019,Abraham Lincoln (All)
1952,ABRAHAM Lincoln,5.867128560765877e-9,en-US-2019,Abraham Lincoln (All)
1953,ABRAHAM Lincoln,1.675447003357533e-10,en-US-2019,Abraham Lincoln (All)
1954,ABRAHAM Lincoln,1.1306592329063392e-9,en-US-2019,Abraham Lincoln (All)
1955,ABRAHAM Lincoln,7.643938815249385e-10,en-US-2019,Abraham Lincoln (All)
1956,ABRAHAM Lincoln,4.712364942704994e-10,en-US-2019,Abraham Lincoln (All)
1957,ABRAHAM Lincoln,1.4290373329117756e-9,en-US-2019,Abraham Lincoln (All)
1958,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1959,ABRAHAM Lincoln,1.0622414059469065e-9,en-US-2019,Abraham Lincoln (All)
1960,ABRAHAM Lincoln,6.434326405013735e-10,en-US-2019,Abraham Lincoln (All)
1961,ABRAHAM Lincoln,9.487844954136904e-10,en-US-2019,Abraham Lincoln (All)
1962,ABRAHAM Lincoln,1.1475076444611432e-9,en-US-2019,Abraham Lincoln (All)
1963,ABRAHAM Lincoln,9.618285057300113e-10,en-US-2019,Abraham Lincoln (All)
1964,ABRAHAM Lincoln,1.0538109274094154e-9,en-US-2019,Abraham Lincoln (All)
1965,ABRAHAM Lincoln,9.254841337735797e-10,en-US-2019,Abraham Lincoln (All)
1966,ABRAHAM Lincoln,7.193137752103951e-10,en-US-2019,Abraham Lincoln (All)
1967,ABRAHAM Lincoln,1.1910646913193546e-9,en-US-2019,Abraham Lincoln (All)
1968,ABRAHAM Lincoln,4.508007300785266e-10,en-US-2019,Abraham Lincoln (All)
1969,ABRAHAM Lincoln,1.2432231910608493e-9,en-US-2019,Abraham Lincoln (All)
1970,ABRAHAM Lincoln,2.2344599504009466e-9,en-US-2019,Abraham Lincoln (All)
1971,ABRAHAM Lincoln,8.032081111331024e-10,en-US-2019,Abraham Lincoln (All)
1972,ABRAHAM Lincoln,5.434322436492778e-10,en-US-2019,Abraham Lincoln (All)
1973,ABRAHAM Lincoln,4.359476946103058e-10,en-US-2019,Abraham Lincoln (All)
1974,ABRAHAM Lincoln,1.7890686154764524e-10,en-US-2019,Abraham Lincoln (All)
1975,ABRAHAM Lincoln,1.73872805042663e-10,en-US-2019,Abraham Lincoln (All)
1976,ABRAHAM Lincoln,4.860257751815311e-10,en-US-2019,Abraham Lincoln (All)
1977,ABRAHAM Lincoln,3.180060381691163e-10,en-US-2019,Abraham Lincoln (All)
1978,ABRAHAM Lincoln,7.911262756010728e-10,en-US-2019,Abraham Lincoln (All)
1979,ABRAHAM Lincoln,3.177876017890213e-10,en-US-2019,Abraham Lincoln (All)
1980,ABRAHAM Lincoln,5.585507056871108e-10,en-US-2019,Abraham Lincoln (All)
1981,ABRAHAM Lincoln,8.080972002666442e-10,en-US-2019,Abraham Lincoln (All)
1982,ABRAHAM Lincoln,7.239280841453422e-10,en-US-2019,Abraham Lincoln (All)
1983,ABRAHAM Lincoln,0,en-US-2019,Abraham Lincoln (All)
1984,ABRAHAM Lincoln,1.5373777251248555e-10,en-US-2019,Abraham Lincoln (All)
1985,ABRAHAM Lincoln,7.469192486730947e-10,en-US-2019,Abraham Lincoln (All)
1986,ABRAHAM Lincoln,5.259625512898936e-10,en-US-2019,Abraham Lincoln (All)
1987,ABRAHAM Lincoln,7.452335970548063e-11,en-US-2019,Abraham Lincoln (All)
1988,ABRAHAM Lincoln,7.393748113759813e-11,en-US-2019,Abraham Lincoln (All)
1989,ABRAHAM Lincoln,2.0859292071406799e-10,en-US-2019,Abraham Lincoln (All)
1990,ABRAHAM Lincoln,4.0154338187825545e-10,en-US-2019,Abraham Lincoln (All)
1991,ABRAHAM Lincoln,2.0706433789818846e-10,en-US-2019,Abraham Lincoln (All)
1992,ABRAHAM Lincoln,7.335931306862165e-10,en-US-2019,Abraham Lincoln (All)
1993,ABRAHAM Lincoln,1.977186747659232e-10,en-US-2019,Abraham Lincoln (All)
1994,ABRAHAM Lincoln,9.902787478921482e-10,en-US-2019,Abraham Lincoln (All)
1995,ABRAHAM Lincoln,1.274465394329738e-10,en-US-2019,Abraham Lincoln (All)
1996,ABRAHAM Lincoln,1.983542913253089e-10,en-US-2019,Abraham Lincoln (All)
1997,ABRAHAM Lincoln,8.092292391737033e-10,en-US-2019,Abraham Lincoln (All)
1998,ABRAHAM Lincoln,2.653651465234219e-10,en-US-2019,Abraham Lincoln (All)
1999,ABRAHAM Lincoln,3.3276867372755703e-10,en-US-2019,Abraham Lincoln (All)
2000,ABRAHAM Lincoln,4.879220916187421e-10,en-US-2019,Abraham Lincoln (All)
2001,ABRAHAM Lincoln,1.2244838476505038e-10,en-US-2019,Abraham Lincoln (All)
2002,ABRAHAM Lincoln,5.36923117078203e-10,en-US-2019,Abraham Lincoln (All)
2003,ABRAHAM Lincoln,5.754414722503043e-10,en-US-2019,Abraham Lincoln (All)
2004,ABRAHAM Lincoln,7.429556414528804e-10,en-US-2019,Abraham Lincoln (All)
2005,ABRAHAM Lincoln,6.251310580296376e-10,en-US-2019,Abraham Lincoln (All)
